,code,name,unit,frequency,first_value,last_value,source
0,11104,IED - Japão - Alojamento e alimentação - mensal,US$ (milhões),M,2004-01-31,2004-07-01 00:00:00,BCB-DSTAT
0,11105,IED - Leeward - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11106,IED - Líbano - Total - mensal,US$ (milhões),M,2002-12-31,2005-06-01 00:00:00,BCB-DSTAT
0,11107,IED - Libano - Atividades de informática e conexas - mensal,US$ (milhões),M,1996-12-31,2005-04-01 00:00:00,BCB-DSTAT
0,11108,"IED - Luxemburgo - Agricultura, pecuária e serviços relacionados - mensal - 11108",US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11109,IED - Luxemburgo - Atividades imobiliárias - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11110,IED - México - Atividades auxiliares da intermediação financeira - mensal,US$ (milhões),M,2004-01-31,2004-06-01 00:00:00,BCB-DSTAT
0,11111,"IED - Noruega - Fabricação de celulose, papel e produtos de papel - mensal - 11111",US$ (milhões),M,2004-01-31,2004-09-01 00:00:00,BCB-DSTAT
0,11113,IED - Portugal - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-01-31,2005-04-01 00:00:00,BCB-DSTAT
0,11114,IED - Portugal - Educação - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11115,IED - Portugal - Saúde e serviços sociais - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11116,IED - Suécia - Atividades imobiliárias - mensal,US$ (milhões),M,2004-01-31,2005-05-01 00:00:00,BCB-DSTAT
0,11117,IED - Seychelles - Total - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11118,IED - Seychelles - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11119,"IED - Uruguai - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2005-03-01 00:00:00,BCB-DSTAT
0,11120,IED - Venezuela - Fabricação de produtos de madeira - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
0,11121,"IED - Virgens, ilhas Britânicas - Comércio e reparação de veículos, comércio de combustíveis - mensal",US$ (milhões),M,2004-01-31,2004-04-01 00:00:00,BCB-DSTAT
0,11122,IED - Alemanha - Fabricação de máquinas para escritório e equipamentos de informática - 11122,US$ (milhões),A,2003-01-31,2004-12-31 00:00:00,BCB-DSTAT
0,11123,"IED - Bahamas, ilhas - Fabricação de artigos de borracha e plástico - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11124,IED - Coréia do Sul - Limpeza urbana e esgoto e atividades conexas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11126,IED - Libano - Atividades de informática e conexas,US$ (milhões),A,1996-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11127,"IED - Luxemburgo - Agricultura, pecuária e serviços relacionados - anual - 11127",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11128,IED - México - Atividades auxiliares da intermediação financeira - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,Banco da Alemanha
0,11130,"IED - Peru - Fabricação de máquinas, aparelhos e materiais elétricos - anual - 11130",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11131,IED - Portugal - Confecção de artefatos vestuário e acessórios - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11132,IED - Portugal - Saúde e serviços sociais - anual,US$ (milhões),A,1996-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11133,IED - Suécia - Atividades imobiliárias,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11134,IED - Austrália - Atividades de informática e conexas - mensal - 11134,US$ (milhões),M,2004-02-29,2004-09-01 00:00:00,BCB-DSTAT
0,11135,IED - Bolívia - Construção - mensal,US$ (milhões),M,2004-02-29,2005-04-01 00:00:00,BCB-DSTAT
0,11136,"IED - Equador - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-02-29,2005-04-01 00:00:00,BCB-DSTAT
0,11137,IED - Israel - Construção - mensal,US$ (milhões),M,2004-02-29,2004-05-01 00:00:00,BCB-DSTAT
0,11138,IED - Itália - Saúde e serviços sociais - mensal,US$ (milhões),M,2004-02-29,2004-07-01 00:00:00,BCB-DSTAT
0,11139,IED - Liechtenstein - Atividades imobiliárias - mensal,US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
0,11140,"IED - Luxemburgo - Fabricação de celulose, papel e produtos de papel - mensal",US$ (milhões),M,2004-02-29,2004-02-01 00:00:00,BCB-DSTAT
0,11141,IED - Noruega - Atividades imobiliárias - mensal,US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
0,11142,"IED - Nova Zelândia - Fabricação de celulose, papel e produtos de papel - mensal",US$ (milhões),M,2004-02-29,2004-02-01 00:00:00,BCB-DSTAT
0,11144,"IED - Portugal - Aluguel de veículos, máquinas, equipamentos e objetos - mensal",US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
0,11145,IED - Suíça - Extração de minerais não-metálicos - mensal,US$ (milhões),M,2004-02-29,2004-07-01 00:00:00,BCB-DSTAT
0,11146,IED - Austrália - Comércio e reparação de veiculos,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11147,IED - Bolívia - Construção - 11147,Unidades,A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11148,"IED - Equador - Agricultura, pecuária e serviços relacionados - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11149,IED - Itália - Saúde e serviços sociais,Unidades,A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11150,"IED - Luxemburgo - Fabricação de celulose, papel e produtos de papel",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11152,"IED - Portugal - Aluguel de veículos, máquinas, equipamentos e objetos - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11153,IED - Suíça - Extração de minerais não-metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11154,IED - África do Sul - Comércio por atacado e intermediações do comércio - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11155,IED - África do Sul - Comércio por atacado e intermediações do comércio - mensal,US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11156,IED - África do Sul - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-03-31,2005-03-01 00:00:00,BCB-DSTAT
0,11157,IED - Angola - Construção - mensal,US$ (milhões),M,2004-03-31,2005-05-01 00:00:00,BCB-DSTAT
0,11159,IED - Áustria - Metalurgia básica - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11160,"IED - Áustria - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-03-31,2004-12-01 00:00:00,BCB-DSTAT
0,11161,"IED - Bolívia - Comércio e reparação de veículos, comércio de combustíveis - mensal",US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11162,"IED - Cayman, ilhas - Edição, impressão e reprodução de gravações - mensal",US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11163,"IED - China, República Popular - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal",US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11164,IED - Espanha - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-03-31,2005-05-01 00:00:00,BCB-DSTAT
0,11165,IED - Formosa (Taiwan) - Extração de minerais metálicos - mensal,US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11166,IED - Formosa (Taiwan) - Fabricação de artigos de borracha e plástico - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11167,"IED - França - Fabricação de celulose, papel e produtos de papel - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11168,IED - Guadalupe - Total - mensal,US$ (milhões),M,2004-03-31,2004-12-01 00:00:00,BCB-DSTAT
0,11169,IED - Guadalupe - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-03-31,2004-12-01 00:00:00,BCB-DSTAT
0,11170,IED - Itália - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-03-31,2005-01-01 00:00:00,BCB-DSTAT
0,11171,IED - Itália - Educação - mensal,US$ (milhões),M,2004-03-31,2005-05-01 00:00:00,BCB-DSTAT
0,11172,"IED - Jersey, Ilha do Canal - Total - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11173,"IED - Jersey, Ilha do Canal - Serviços prestados a empresas - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11174,IED - Leeward - Comércio varejista e reparação de objetos pessoais - mensal,US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11175,IED - Leeward - Extração de minerais metálicos - mensal,US$ (milhões),M,2004-03-31,2005-04-01 00:00:00,BCB-DSTAT
0,11176,IED - Marrocos - Total - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
0,11178,"IED - México - Aluguel de veículos, máquinas, equipamentos e objetos - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11179,"IED - Panamá - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal",US$ (milhões),M,2004-03-31,2004-10-01 00:00:00,BCB-DSTAT
0,11181,"IED - Rússia, Federação da - Total - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
0,11182,"IED - Rússia, Federação da - Comércio por atacado e intermediações do comércio - mensal",US$ (milhões),M,2004-03-31,2005-02-01 00:00:00,BCB-DSTAT
0,11183,IED - África do Sul - Serviços prestados a empresas - 11183,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11184,IED - Angola - Construção - 11184,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11185,IED - Áustria - Metalurgia básica - 11185,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11187,"IED - Bolívia - Comércio e reparação de veículos, comércio de combustíveis - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11188,"IED - Cayman, ilhas - Edição, impressão e reprodução de gravações",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11189,"IED - China, República Popular - Fabricação e montagem de veículos automotores, reboques e carrocerias",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11190,IED - Espanha - Confecção de artefatos vestuário e acessórios - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11191,IED - Formosa (Taiwan) - Extração de minerais metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11192,"IED - França - Fabricação de celulose, papel e produtos de papel - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11193,IED - Guadalupe - Total - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11194,IED - Guadalupe - Serviços prestados a empresas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11195,IED - Itália - Confecção de artefatos vestuário e acessórios - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11196,IED - Itália - Educação - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11199,IED - Leeward - Comércio varejista e reparação de objetos pessoais - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11200,IED - Leeward - Extração de minerais metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11201,IED - Marrocos - Total - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11202,IED - Marrocos - Intermediação financeira - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11203,IED - Panamá - Serviços pessoais,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11204,IED - Chile - Atividades auxiliares de transportes e agências de viagem,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11205,IED - Angola - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-01-31,2004-04-01 00:00:00,BCB-DSTAT
0,11206,IED - Chike - Atividades auxiliares de transportes e agências de viagem - mensal,US$ (milhões),M,2004-04-30,2004-04-01 00:00:00,BCB-DSTAT
0,11207,IED - Coréia do sul - Alojamento e alimentação - mensal,US$ (milhões),M,2004-04-30,2004-10-01 00:00:00,BCB-DSTAT
0,11208,IED - Gibraltar - Alojamento e alimentação - mensal,US$ (milhões),M,2004-04-30,2004-11-01 00:00:00,BCB-DSTAT
0,11209,IED - Hong-Kong - Extração de minerais não-metálicos - mensal,US$ (milhões),M,2004-04-30,2005-06-01 00:00:00,BCB-DSTAT
0,11210,IED - Irlanda - Extração de minerais não-metálicos - mensal,US$ (milhões),M,2004-04-30,2004-04-01 00:00:00,BCB-DSTAT
0,11211,IED - Israel - Fabricação de artigos de borracha e plástico - mensal,US$ (milhões),M,2004-04-30,2005-05-01 00:00:00,BCB-DSTAT
0,11212,IED - Itália - Limpeza urbana e esgoto e atividades conexas - mensal,US$ (milhões),M,2004-04-30,2004-11-01 00:00:00,BCB-DSTAT
0,11213,IED - Japão - Educação - mensal,US$ (milhões),M,2004-04-30,2004-04-01 00:00:00,BCB-DSTAT
0,11214,IED - Líbano - Comércio por atacado e intermediações do comércio - mensal,US$ (milhões),M,2004-04-30,2005-04-01 00:00:00,BCB-DSTAT
0,11215,IED - Noruega - Atividades auxiliares de transportes e agências de viagem - mensal,US$ (milhões),M,2004-04-30,2004-10-01 00:00:00,BCB-DSTAT
0,11216,IED - Panamá - Pesquisa e desenvolvimento - mensal,US$ (milhões),M,2004-04-30,2004-10-01 00:00:00,BCB-DSTAT
0,11217,IED - Paraguai - Comércio varejista e reparação de objetos pessoais - mensal,US$ (milhões),M,2002-04-30,2004-04-01 00:00:00,BCB-DSTAT
0,11219,IED - Hong-Kong - Extração de minerais não-metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11220,IED - Irlanda - Extração de minerais não-metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11221,IED - Israel - Fabricação de artigos de borracha e plástico,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11222,IED - Itália - Limpeza urbana e esgoto e atividades conexas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11223,IED - Japão - Educação,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11224,IED - Noruega - Atividades auxiliares de transportes e agências de viagem,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11225,IED - Guiana Francesa - Alojamento e alimentação,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11226,IED - Suécia - Transporte terrestre,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11227,IED - Arábia Saudita - Total - 11227,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11228,"IED - Arábia Saudita - Agricultura, pecuária e serviços relacionados - 11228",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11229,IED - Austrália - Extração de minerais não-metálicos - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11230,IED - Áustria - Construção - 11230,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11232,IED - Canadá - Fabricação de produtos de minerais não-metálicos - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11233,"IED - Cayman, ilhas - Serviços pessoais",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11234,"IED - China, República Popular - Fabricação de produtos têxteis - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11235,IED - Costa Rica - Fabricação de artigos de borracha e plástico - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11236,IED - Filipinas - Atividades de informática e conexas,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11237,"IED - Formosa (Taiwan) - Pesca, aqüicultura e serviços relacionados",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11239,IED - Hungria - Serviços prestados a empresas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11240,"IED - Israel - Agricultura, pecuária e serviços relacionados - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11241,IED - Mônaco - Atividades imobiliárias,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11242,"IED - Países Baixos - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11243,IED - Panamá - Fabricação de produtos têxteis - anual,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11245,IED - Suíça - Reciclagem,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11246,IED - Uruguai - Transporte aquaviário,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11247,IED - Arábia Saudita - Total - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11248,"IED - Arábia Saudita - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11249,IED - Austrália - Extração de minerais não-metálicos - mensal,US$ (milhões),M,2004-05-31,2005-06-01 00:00:00,BCB-DSTAT
0,11250,IED - Áustria - Construção - mensal,US$ (milhões),M,2004-05-31,2004-06-01 00:00:00,BCB-DSTAT
0,11251,IED - Bélgica - Fabricação outros equipamentos de transporte - mensal,US$ (milhões),M,2004-05-31,2004-09-01 00:00:00,BCB-DSTAT
0,11252,IED - Canadá - Fabricação de produtos de minerais não-metálicos - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11253,"IED - Cayman, ilhas - Serviços pessoais - mensal",US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11254,"IED - China, República Popular - Fabricação de produtos têxteis - mensal",US$ (milhões),M,2004-05-31,2004-07-01 00:00:00,BCB-DSTAT
0,11255,IED - Costa Rica - Fabricação de artigos de borracha e plástico - mensal,US$ (milhões),M,2004-05-31,2004-11-01 00:00:00,BCB-DSTAT
0,11256,IED - Filipinas - Atividades de informática e conexas - mensal,US$ (milhões),M,2004-05-31,2004-10-01 00:00:00,BCB-DSTAT
0,11257,"IED - Formosa (Taiwan) - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-05-31,2004-09-01 00:00:00,BCB-DSTAT
0,11258,IED - Hong-Kong - Fabricação outros equipamentos de transporte - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11259,IED - Hungria - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11260,"IED - Israel - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-05-31,2004-08-01 00:00:00,BCB-DSTAT
0,11261,IED - Líbano - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-05-31,2005-06-01 00:00:00,BCB-DSTAT
0,11262,IED - Liechtenstein - Extração de petróleo e serviços relacionados - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11263,IED - Mônaco - Atividades imobiliárias - mensal,US$ (milhões),M,2004-05-31,2005-02-01 00:00:00,BCB-DSTAT
0,11264,"IED - Países Baixos - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - mensal",US$ (milhões),M,2004-05-31,2005-04-01 00:00:00,BCB-DSTAT
0,11265,IED - Panamá - Fabricação de produtos têxteis - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11266,IED - República Dominicana - Atividades auxiliares de transportes e agências de viagem - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11267,IED - Suíça - Reciclagem - mensal,US$ (milhões),M,2004-05-31,2005-01-01 00:00:00,BCB-DSTAT
0,11268,IED - Uruguai - Transporte aquaviário - mensal,US$ (milhões),M,2004-05-31,2004-05-01 00:00:00,BCB-DSTAT
0,11269,IED - Alemanha - Educação - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11270,IED - Angola - Serviços prestados a empresas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11271,IED - Argentina - Educação,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11272,IED - Austria - Atividades auxiliares de transportes e agências de viagem,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11273,IED - Áustria - Fabricação de produtos de minerais não-metálicos - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11274,"IED - Bélgica - Pesca, aqüicultura e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11275,"IED - Bolívia - Agricultura, pecuária e serviços relacionados - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11276,IED - Canadá - Serviços pessoais,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11277,"IED - Canal, ilhas do - Comércio por atacado e intermediações do comércio",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11278,"IED - Cayman, ilhas - Transporte aéreo",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11279,"IED - Chile - Agricultura, pecuária e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11280,"IED - Chile - Atividades recreativas, culturais e desportivas",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11282,"IED - Chile - Pesca, aqüicultura e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11283,"IED - China, República Popular - Atividades auxiliares de transportes e agências de viagem",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11284,"IED - China, República Popular - Fabricação de máquinas, aparelhos e materiais elétricos - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11285,IED - Cingapura - Fabricação outros equipamentos de transporte,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11286,IED - Colômbia - Fabricação outros equipamentos de transporte,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11287,IED - Coreia do sul - Confecção de artefatos vestuário e acessórios,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11288,IED - Dinamarca - Atividades auxiliares de transportes e agências de viagem,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11289,IED - Dinamarca - Atividades imobiliárias,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11290,IED - Dinamarca - Transporte aquaviário,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11291,IED - Emirados Arabes Unidos - Alojamento e alimentação,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11292,"IED - Eslovênia, República d - Fabricação de móveis e indústrias diversas",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11293,IED - Estados Unidos - Atividades associativas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11294,IED - Finlândia - Fabricação de produtos de metal,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11295,"IED - Formosa (Taiwan) - Comércio e reparação de veículos, comércio de combustíveis",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11296,IED - Formosa (Taiwan) - Fabricação de produtos químicos,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11297,IED - França - Educação,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11298,"IED - Guatemala - Agricultura, pecuária e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11299,IED - Israel - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11300,IED - Itália - Transporte terrestre - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11301,IED - Jordânia - Serviços prestados a empresas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11302,IED - Leeward - Atividades imobiliárias - anual,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11303,IED - Libano - Atividades imobiliárias,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11304,"IED - Liechtenstein - Fabricação de máquinas, aparelhos e materiais elétricos",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11305,IED - Liechtenstein - Fabricação de produtos de metal,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11306,"IED - Liechtenstein - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11307,"IED - Liechtenstein - Silvicultura, exploração florestal e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11308,IED - Luxemburgo - Extração de minerais não-metálicos - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
0,11309,"IED - Luxemburgo - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11310,"IED - México - Agricultura, pecuária e serviços relacionados",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11311,IED - México - Construção,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
0,11312,IED - Mônaco - Comércio varejista e reparação de objetos pessoais,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
